author,affiliation
"al-mutiri, manar",Lab Center
"al-marshoud, majda",Lab Center
"el-ansary, afaf",Lab Center
"alsaleh, saad",Otolaryngol Head & Neck Surgery Department
"ahad, abdul",Pharmaceutical Department
"imran, muhammad",Computer Science Department
"king khalid univ hosp, pob 2925, riyadh 11461, saudi arabia",Pathology & Lab Medical Department
"mohamed, mohamed a.",Electrical Engineering Department
"alolah, abdulrahman i.",Electrical Engineering Department
"eltamaly, ali m.",Sustainable Energy Technololgy Center
"alrashood, sara t.",Pharmaceutical Chemistry Department
"alkahtani, hamad m.",Pharmaceutical Chemistry Department
"almehizia, abdulrahman a.",Pharmaceutical Chemistry Department
"almaiman, ahmed",Electrical Engineering Department
"aleanizy, fadilah sfouq",Pharmaceutical Department
"alqahtani, fulwah yahya",Pharmaceutical Department
"almajwal, ali",Community Health Science Department
"abulmeaty, mahmoud",Community Health Science Department
"razak, suhail",Community Health Science Department
"elsadek, mohamed f.",Community Health Science Department
"ahmed, isam a. mohamed",Food Science & Nutrition Department
"ai-dosary, naji mordi n.",Agricultural Engineering Department
"aboukarima, abdulwahed m.",Agricultural Engineering Department
"safran, mejdl",Computer Science Department
"al-daghri, nasser",Biochemistry Department
"reginster, jean-yves",Biochemistry Department
"reginster, j. y.",Biochemistry Department
"el-hendawy, salah",Plant Production Department
"al-suhaibani, nasser a.",Plant Production Department
"dewir, yaser hassan",Plant Production Department
"alotaibi, majed",Plant Production Department
"refay, yahya",Plant Production Department
"tahir, muhammad usman",Plant Production Department
"alharbi, manal",Maternal & Child Health Nursing Department
"alshehry, abdualrahman",Medical Surgery Nursing Department
"ola, mohammad shamsul",Biochemistry Department
"al-majid, fahad",Medical Department
"barry, mazin",Medical Department
"shakoor, zahid",Pathology Department
"al-fatesh, ahmed",Chemical Engineering Department
"omair, mohammed",Rheumatology Division
"omair, mohammed a.",Medical Department
"alobud, sarah",Medical Department
"al-bogami, muneera h.",Medical Department
"altaymani, yasmeen k.",Medical Department
"alsultan, nour",Medical Department
"alhazzani, abeer",Medical Department
"dabbagh, rufaidah",Dept Family & Community Med
"omair, maha",Statistics & Operations Research Department
"alyami, fahad",Urology Division
"ewida, tamer",Urology Division
"alhazmi, hamdan",Urology Division
"trbay, mahmoud",Urology Division
"tahir, moina",Urology Division
"neel, khalid fouda",Urology Division
"arafa, mostafa",Cancer Research Chair
"alghamdi, khaled m.",Dermatology Department
"aurangzeb, khursheed",Computer Engineering Department
"altamrah, abdulaziz saud",Computer Engineering Department
"alalyani, nada",Information Technololgy Department
"ghouzali, sanaa",Information Technololgy Department
"alsaleh, khalid a.",Medical Department
"alsaleh, khalid a.",Medical Department
"alotaibi, hend",Dermatology Department
"albassam, bassam a.",Mechanical Engineering Department
"almusallam, manan",Computer Science Department
"soudani, adel",Computer Science Department
"noman, abdullah m.",Electrical Engineering Department
"addoweesh, khaled e.",Electrical Engineering Department
"alolah, abdulrahman i.",Electrical Engineering Department
"algoblan, shoug",Dermatology Department
"alhammad, ghadah",Psychiatry Department
"simos, t. e.",Mathematics Department
"simos, t. e.",Mathematics Department
"seikh, asiful h.",Excellence Research Engineering Material Center
"alharthi, nabeel",Excellence Research Engineering Material Center
"alharthi, nabeel",Mechanical Engineering Department
"al-wabli, reem i.",Pharmaceutical Chemistry Department
"al-ghamdi, alwah r.",Pharmaceutical Chemistry Department
"attia, mohamed i.",Pharmaceutical Chemistry Department
"al-agamy, mohamed hamed",Pharmaceutical Department
"bashiri, fahad a.",Pediatric Department
"al-sohime, fahad m.",Pediatric Department
"temsah, mohamad h.",Pediatric Department
"alhasan, khalid a.",Pediatric Department
"al-sohime, fahad m.",Pediatric Department
"temsah, mohamad h.",Pediatric Department
"alhasan, khalid a.",Pediatric Department
"bashiri, fahad a.",Pediatric Department
"idris, hiyam a.",Pediatric Department
"habib, syed rashid",Prosthetic Dental Science Department
"balto, hanan a.",Researchtorat Dental Science Department
"bahammam, shaima",Oral & Maxillofacial Department
"al-ekrish, a. a.",Oral Medical & Diagnostic Science Department
"alhadlaq, adel",Pediatric Dental & Orthodontics Department
"al-maflehi, nassr",Periodontics & Public Health Department
"almosa, naif a.",Pediatric Dental & Orthodontics Department
"aldosari, mohammed a.",Pediatric Dental & Orthodontics Department
"al-hassan, mona",Pediatric Dental & Orthodontics Department
"alqahtani, sakher",Pediatric Dental & Orthodontics Department
"alzain, sahar",Prosthetic Dental Science Department
"alfawaz, hussam",Endodontics Division
"alqedairi, abdullah",Endodontics Division
"alsubait, sara",Endodontics Division
"allahem, ziyad",Endodontics Division
"almadi, majid a.",Gastroenterology Division
"alghamdi, faisal",Medical Department
"sanai, faisal m.",Liver Disease Research Center
"khan, muhammad khurram",Excellence Information Assurance Center
"alyousif, mohamed s.",Zoology Department
"aleisa, einas",Rehabilitation Department
"alyami, fahad",Surgery Department
"modahi, nawaf h.",Surgery Department
"alharbi, ahmed m.",Surgery Department
"alkhelaif, abdulrahman a.",Surgery Department
"alhazmi, hamdan",Surgery Department
"trbay, mahmoud salem",Surgery Department
"neel, khalid fouda",Surgery Department
"abunohaiah, ibrahim",Surgery Department
"laref, a.",Physics & Astronomy Department
"mekhamer, waffa",Chemistry Department
"al-tamimi, salma",Chemistry Department
"aldakhil, abdullah mohammed",Management Department
"nassani, abdelmohsen a.",Management Department
"abro, muhammad moinuddin qazi",Management Department
"mesallam, tamer",Otolaryngol Head & Neck Surgery Department
"almasaad, ayna",Otolaryngol Head & Neck Surgery Department
"mesallam, tamer a.",Enthns Department
"yousef, medhat",Audiol Unit
"hossain, m. shamim",Software Engineering Department
"muhammad, ghulam",Computer Engineering Department
"khan, muhammad khurram",Excellence Information Assurance Center
"alturiman, amal",Computer Engineering Department
"alsabaan, maazen",Computer Engineering Department
"almehaid, abdulrahman muteb",Physiology Department
"almutair, omar saud",Orthopedic Department
"khan, anas abdulhafiz",Emergency Medical Department
"hajjar, waseem m.",Thoracic Surgery Department
"alnassar, sami a.",Thoracic Surgery Department
"alotaibi, najla",Pediatric Department
"abukhalaf, abdulelah adnan",Physiology Department
"alotaibi, nawaf m.",Pulm Medical Division
"alqarni, ibrahim r.",English Language & Translation Department
"alotaibi, reem a.",English Language & Literature Department
"abashar, m. e. e.",Chemical Engineering Department
"fadimu, gbemisola j.",Food Science & Nutrition Department
"ahmed, isam a. mohamed",Food Science & Nutrition Department
"al-sowygh, zeyad h.",Prosthetic Dental Science Department
"belghith, abdelfettah",Computer Science Department
"mathkour, hassan",Computer Science Department
"al-sheddi, ebtesam s.",Pharmacognosy Department
"farshori, nida n.",Pharmacognosy Department
"al-oqail, mai m.",Pharmacognosy Department
"al-massarani, shaza m.",Pharmacognosy Department
"siddiqui, maqsood a.",Zoology Department
"ahmad, javed",Zoology Department
"al-khedhairy, abdulaziz a.",Zoology Department
"siddiqui, maqsood a.",Zoology Department
"ahmad, javed",Zoology Department
"noor, muhammad aslam",Mathematics Department
"eltamaly, ali m.",Sustainable Energy Technololgy Center
"farh, hassan m. h.",Electrical Engineering Department
"laref, a.",Physics & Astronomy Department
"al-enazi, m.",Physics & Astronomy Department
"al-qahtani, h. r.",Physics & Astronomy Department
"alhassan, noura",Surgery Department
"bin abdulqader, sarah a.",Neurosurgery Department
"al-ajlan, ziyad",Neurosurgery Department
"albakr, abdulrahman",Neurosurgery Department
"ajlan, abdulrazag m.",Neurosurgery Department
"alsaleh, saad",Otolaryngol Head & Neck Surgery Department
"el-ghtami, h.",Physics & Astronomy Department
"laref, a.",Physics & Astronomy Department
"khan, salah ud-din",Sustainable Energy Technololgy Center
"haider, sajjad",Chemical Engineering Department
"imam, faisal",Pharmacology & Toxicology Department
"al-harbi, naif o.",Pharmacology & Toxicology Department
"al-harbi, mohammed m.",Pharmacology & Toxicology Department
"qamar, wajhul",Pharmacology & Toxicology Department
"belali, osamah m.",Pharmacology & Toxicology Department
"alsanea, sary",Pharmacology & Toxicology Department
"alanazi, ahmed z.",Pharmacology & Toxicology Department
"alhazzani, khalid",Pharmacology & Toxicology Department
"qamar, wajhul",Research Center
"aljerian, khaldoon",Forensic Medical & Toxicology Unit
"mesallam, tamer a.",Otolaryngol Head & Neck Surgery Department
"mesallam, tamer a.",Otolaryngol Department
"arasu, mariadhas valan",Botany & Microbiology Department
"duraipandiyan, veeramuthu",Botany & Microbiology Department
"al-dhabi, naif abdullah",Botany & Microbiology Department
"swelum, ayman abdel-aziz",Animal Production Department
"alhadlaq, hisham a.",King Abdullah Institute Nanotechnology
"akhtar, mohd javed",King Abdullah Institute Nanotechnology
"ahmed, maqusood",King Abdullah Institute Nanotechnology
"alhadlaq, hisham a.",Physics & Astronomy Department
"alangari, abdullah a.",Pediatric Department
"alkahtani, malak n.",University Sleep Disorders Center
"alshathri, nourah a.",University Sleep Disorders Center
"aldraiweesh, najla a.",University Sleep Disorders Center
"aljurf, lina m.",University Sleep Disorders Center
"aldaej, luluh",University Sleep Disorders Center
"olaish, awad h.",University Sleep Disorders Center
"nashwan, samar z.",University Sleep Disorders Center
"almeneessier, aljohara s.",University Sleep Disorders Center
"bahammam, ahmed s.",University Sleep Disorders Center
"almeneessier, aljohara s.",Dept Family & Community Med
"al otair, hadil a.",Critical Care Department
"eltoukhy, ahmed m.",Critical Care Department
"idrees, majdy m.",Medical Department
"saleemi, sarfraz a.",King Faisal Specialist Hosp & Res Ctr
"alhijji, ali a.",Rheumatology Division
"omair, mohammed a.",Rheumatology Division
"al habeeb, waleed",King Fahad Cardiac Center
"alfaifi, hussain",Geology & Geophysics Department
"shafiq, m.",Alamoudi Water Research Chair
"alazba, a. a.",Alamoudi Water Research Chair
"amin, m. t.",Alamoudi Water Research Chair
"alazba, a. a.",Agricultural Engineering Department
"hashem, mahmoud s.",Agricultural Engineering Department
"el-abedin, tarek zin",Agricultural Engineering Department
"al-ghobari, hussein",Agricultural Engineering Department
"alfawaz, hussam",Researchtorat Dental Science Department
"alqedairi, abdullah",Researchtorat Dental Science Department
"hossain, m. shamim",Software Engineering Department
"muhammad, ghulam",Computer Engineering Department
"hossain, m. shamim",Software Engineering Department
"muhammad, ghulam",Computer Engineering Department
"alhamdan, mai mohammed",Prosthetic Dental Science Department
"obeid, amani a.",Otolaryngol Head & Neck Surgery Department
"sun, xiaowen",Zoology Department
"mahboob, shahid",Zoology Department
"hozzein, wael n.",Zoology Department
"reginster, j. y.",Biochemistry Department
"reginster, j. y.",Biochemistry Department
"al-daghri, nasser m.",Biochemistry Department
"imran, muhammad",Computer Science Department
"divakar, darshan devang",Dental Health Department
"alshehri, saleh zaid",Oral & Maxillofacial Surgery Department
"azevedo, carlos",Zoology Department
"amin, m. t.",Alamoudi Water Research Chair
"alazba, a. a.",Alamoudi Water Research Chair
"shafiq, m.",Alamoudi Water Research Chair
"alazba, a. a.",Agricultural Engineering Department
"al-wabel, mohammad i.",Soil Science Department
"algarni, abdulrahman d.",Orthopedic Surgery Department
"siddiqui, khalid",Strategic Center Diabetes Research
"george, teena p.",Strategic Center Diabetes Research
"nawaz, shaik sarfaraz",Strategic Center Diabetes Research
"al-rubeaan, khalid",Strategic Center Diabetes Research
"yaslam, maram",University Diabetes Center
"al-rubeaan, khalid",University Diabetes Center
"alqahtani, f. y.",Pharmaceutical Department
"aleanizy, fadilah s.",Pharmaceutical Department
"alrasheed, m. m.",Clinical Pharmacology Department
"abanmy, norah o.",Clinical Pharmacology Department
"alhawassi, t.",Clinical Pharmacology Department
"al-rawaf, hadeel a.",Rehabilitation Research Chair
"gabr, sami a.",Rehabilitation Research Chair
"alghadir, ahmad h.",Rehabilitation Research Chair
"al-rawaf, hadeel a.",Clinical Lab Science Department
"imran, muhammad",Computer Science Department
"al-ahmari, abdulrahman",Industrial Engineering Department
"al-ahmari, abdulrahman",Advanced Manufacturing Institute
"alrubaian, majed",Research Chair Pervas & Mobile Computer
"al-qurishi, muhammad",Research Chair Pervas & Mobile Computer
"alamri, atif",Research Chair Pervas & Mobile Computer
"al-rakhami, mabrook",Research Chair Pervas & Mobile Computer
"hassan, mohammad mehedi",Research Chair Pervas & Mobile Computer
"alrubaian, majed",Information Systems Department
"al-qurishi, muhammad",Information Systems Department
"al-rakhami, mabrook",Information Systems Department
