paper,title,author,affiliation,cite,year
2508,Isolation and characterisation of bacteria degrading polycyclic aromatic hydrocarbons: phenanthrene and anthracene,"Nzila, Alexis",Life Sciences Department,5,2018
2508,Isolation and characterisation of bacteria degrading polycyclic aromatic hydrocarbons: phenanthrene and anthracene,"Sankara, Saravanan",Life Sciences Department,5,2018
940,"MOLECULAR MECHANISMS AND SELECTIVE REVERSAL OF PIPERAQUINE, LUMEFANTRINE AND AMODIAQUINE RESISTANCE IN PLASMODIUM BERGHEI ANKA.","Nzila, Alexis",Life Sciences Department,0,2019
1219,"Effect of Side Reflectors on the Performance of Flat Plate Solar Collector: A Case Study for Asir Region, Saudi Arabia","Khalil, Amjad B.",Life Sciences Department,2,2019
258,How the young adult consumer segment responds to trusty and committed marketing relationship,"Ndubisi, Nelson Oly",Management and Marketing Department,3,2018
404,Selection of Cloud Delivery and Deployment Models: An Expert System Approach,"Sohail, M. Sadiq",Management and Marketing Department,0,2018
2527,Review and assessment of the causes of deficiencies in design documents for large construction projects,"Abdallah, Abdullatif",Management and Marketing Department,4,2018
2585,A Group Decision-Making Method for Selecting Cloud Computing Service Model,"Sohail, M. Sadiq",Management and Marketing Department,5,2018
3990,Households energy conservation in Saudi Arabia: Lessons learnt from change-agents driven interventions program,"Abdallah, Abdullatif",Management and Marketing Department,9,2018
4013,How to improve learners' (mis) understanding of CO2 accumulations through the use of human-facilitated interactive learning environments?,"Kayal, Aymen",Management and Marketing Department,0,2018
4308,Entrepreneurs' improvisational behavior and new venture performance: Firm-level and institutional contingencies,"Frimpong, Kwabena",Management and Marketing Department,12,2018
4637,The impact of internal marketing on employee job satisfaction and customer satisfaction: empirical evidence from restaurant industry of Saudi Arabia,"Sohail, M. Sadiq",Management and Marketing Department,2,2018
88,Cognitive biases resulting from the representativeness heuristic in operations management: an experimental investigation,"Alkhars, Mohammed",Management and Marketing Department,1,2019
529,Epistemic Healing: A Critical Ethical Response to Epistemic Violence in Business Ethics,"Khan, Farzad Rafi",Management and Marketing Department,5,2019
623,"Interdisciplinary design checklists for mechanical, electrical and plumbing coordination in building projects","Abdallah, Abdullatif",Management and Marketing Department,0,2019
678,"Organizational mindfulness, mindful organizing, and environmental and resource sustainability","Al-Shuridah, Obaid",Management and Marketing Department,4,2019
679,Advancing environmental productivity: Organizational mindfulness and strategies,"Umar, Setiadi",Management and Marketing Department,2,2019
756,Factors Affecting Contractors' Bidding Decisions for Construction Projects in Saudi Arabia,"Abdallah, Abdullatif",Management and Marketing Department,3,2019
757,Time and Cost Overrun in the Saudi Arabian Oil and Gas Construction Industry,"Abdallah, Abdullatif",Management and Marketing Department,6,2019
1207,Significant causes of claims and disputes in construction projects in Saudi Arabia,"Abdallah, Abdullatif",Management and Marketing Department,2,2019
1323,Assessment of factors affecting maintenance cost of public school facilities,"Abdallah, Abdullatif",Management and Marketing Department,0,2019
1324,Investigation of facilities management practices for providing feedback during the design development and review stages,"Abdallah, Abdullatif",Management and Marketing Department,3,2019
1674,Assessment of the consequences of deficiencies in design documents in Saudi Arabia,"Abdallah, Abdullatif",Management and Marketing Department,2,2019
1798,Psychological Impact of Work-Integrated Learning Programmes in Malaysia: The Moderating Role of Self-Esteem on Relation between Self-Efficacy and Self-Confidence,"Sohail, M. Sadiq",Management and Marketing Department,1,2019
1894,Motivations and attitudes toward domestic tourism in Saudi Arabia,Mourad Mansour,Management and Marketing Department,1,2019
1217,"Chief executive officers' dispositional optimism, host country's rule of law, and foreign market equity mode choice of Ghanaian small and medium-sized enterprises","Frimpong, Kwabena",Management and Marketing Department,0,2019
2113,Antecedents to high (low) performances by international technology ventures,"Al-Shuridah, Obaid",Management and Marketing Department,0,2020
2459,Critical success factors for large building construction projects Perception of consultants and contractors,"Abdallah, Abdullatif",Management and Marketing Department,1,2020
2706,A cross-national investigation of trait antecedents of mobile-banking adoption,"Frimpong, Kwabena",Management and Marketing Department,0,2020
2706,A cross-national investigation of trait antecedents of mobile-banking adoption,"Shuridah, Obaid",Management and Marketing Department,0,2020
2949,Who Wants To Be a Nurse? Understanding Emirati Female Students' Knowledge and Attitudes About Nursing as a Career,"Sohail, M. Sadiq",Management and Marketing Department,1,2020
2963,Entrepreneurial marketing and firm performance: Synthesis and conceptual development,Khaled Alqahtani,Management and Marketing Department,2,2020
3179,Drivers of e-bidding implementation in the Saudi Arabian construction industry,"Abdallah, Abdullatif",Management and Marketing Department,0,2020
3520,The Impact of Social Media Marketing on Brand Trust and Brand Loyalty: An Arab Perspective,"Sohail, M. Sadiq",Management and Marketing Department,1,2020
3526,Customer engagement in collaborative innovation: investigating consumer motivation for participating in value co-creation,"Sohail, M. Sadiq",Management and Marketing Department,0,2020
2034,Centrality Asymmetry and Partner Complementarity as Influences on Alliance Dissolution,"Hu, Tianyou",Management and Marketing Department,0,2020
2453,Quality assurance dimensions for e-learning institutions in Gulf countries,"Sohail, M. Sadiq",Management and Marketing Department,0,2020
2458,The Influence of Social Media Marketing on Consumers' Purchase Decision: Investigating the Effects of Local and Nonlocal Brands,"Sohail, M. Sadiq",Management and Marketing Department,0,2020
3146,"Greening multinational enterprises in the oil, gas and petrochemicals Environmental sustainability and the moderation role of environmental sensitivity","Al-Shuridah, Obaid",Management and Marketing Department,0,2020
3982,"Customer satisfaction, Confucian dynamism, and long-term oriented marketing relationship: A threefold empirical analysis","Ndubisi, Nelson Oly",Management and Marketing Department,1,2018
109,"Synthesis, crystal structure, and characterization of cyclohexylammonium tetraisothiocyanatocobaltate (II): A single-source precursor for cobalt sulfide and oxide nanostructures","Sohail, M. Sadiq",Management and Marketing Department,0,2019
1082,Modelling fluid flow in karst reservoirs using Darcy Model with estimated permeability distribution,"Youssef, Abdallah A.",Management and Marketing Department,1,2019
1953,Inflow performance relationship of vertical wells in fractured vuggy media during semi-steady state flow regime,"Youssef, Abdallah A.",Management and Marketing Department,0,2019
2020,Mall experiences are not universal: The moderating roles of national culture and mall industry age,"Frimpong, Kwabena",Management and Marketing Department,0,2020
2089,Home country institutional impediments and international expansion of developing country SMEs,"Frimpong, Kwabena",Management and Marketing Department,0,2020
2872,Crossing Knowledge Boundaries: From Team Learning to Knowledge Teams,Roland K. Yeo,Management and Marketing Department,0,2020
3050,Analyzing Actors' Engagement in Sustainable Energy Planning at the Local Level in Ghana: An Empirical Study,"Kayal, Aymen",Management and Marketing Department,0,2020
195,Well-posedness of a higher-order Schrodinger-Poisson-Slater system,"Trabelsi, Saber",Mathematics and Statistics Department,2,2018
197,Linear convergence of gradient projection algorithm for split equality problems,"Ansari, Qamrul Hasan",Mathematics and Statistics Department,3,2018
209,Positive Energy Condition and Conservation Laws in Kantowski-Sachs Spacetime via Noether Symmetries,"Bokhari, Ashfaque H.",Mathematics and Statistics Department,4,2018
210,Invariant Solutions of the Wave Equation on Static Spherically Symmetric Spacetimes Admitting G(7) Isometry Algebra,"Anaya, Khaleel",Mathematics and Statistics Department,1,2018
246,Pulsative heating of silicon thin film resembling laser pulses,"Alassar, R. S. M.",Mathematics and Statistics Department,0,2018
246,Pulsative heating of silicon thin film resembling laser pulses,"Alkurdi, Taleb",Mathematics and Statistics Department,0,2018
246,Pulsative heating of silicon thin film resembling laser pulses,Ahmad Yousef Al-Dweik,Mathematics and Statistics Department,0,2018
260,Antipodal covers of distance-transitive generalized polygons,"Alfuraidan, M. R.",Mathematics and Statistics Department,0,2018
260,Antipodal covers of distance-transitive generalized polygons,A. Laradji,Mathematics and Statistics Department,0,2018
265,EXISTENCE AND STABILIZATION OF A KIRCHHOFF MOVING STRING WITH A DELAY IN THE BOUNDARY OR IN THE INTERNAL FEEDBACK,"Tatar, Nasser-Eddine",Mathematics and Statistics Department,0,2018
287,High-order numerical solution of viscous Burgers' equation using a Cole-Hopf barycentric Gegenbauer integral pseudospectral method,"Elgindy, Kareem T.",Mathematics and Statistics Department,3,2018
287,High-order numerical solution of viscous Burgers' equation using a Cole-Hopf barycentric Gegenbauer integral pseudospectral method,"Dahy, Sayed A.",Mathematics and Statistics Department,3,2018
288,"Linearization of third-order ordinary differential equations u ''' = f (x, u, u ', u '') via point transformations",Ahmad Yousef Al-Dweik,Mathematics and Statistics Department,0,2018
288,"Linearization of third-order ordinary differential equations u ''' = f (x, u, u ', u '') via point transformations","Alassar, Rajai Samih Mousa",Mathematics and Statistics Department,0,2018
316,Simultaneous monitoring of linear profile parameters under progressive setup,"Usman, Muhammad",Mathematics and Statistics Department,18,2018
316,Simultaneous monitoring of linear profile parameters under progressive setup,"Mahmood, Tahir",Mathematics and Statistics Department,18,2018
316,Simultaneous monitoring of linear profile parameters under progressive setup,"Riaz, Muhammad",Mathematics and Statistics Department,18,2018
316,Simultaneous monitoring of linear profile parameters under progressive setup,"Abbas, Nasir",Mathematics and Statistics Department,18,2018
320,MHD Mixed Convection in a Lid-Driven Cavity with a Bottom Trapezoidal Body: Two-Phase Nanofluid Model,"Sadiq, Muhammad Adil",Mathematics and Statistics Department,2,2018
340,On designing a robust double exponentially weighted moving average control chart for process monitoring,"Raji, Ishaq Adeyanju",Mathematics and Statistics Department,5,2018
340,On designing a robust double exponentially weighted moving average control chart for process monitoring,"Abbas, Nasir",Mathematics and Statistics Department,5,2018
340,On designing a robust double exponentially weighted moving average control chart for process monitoring,"Riaz, Muhammad",Mathematics and Statistics Department,5,2018
388,Decay for solutions of a nonlinear damped wave equation with variable-exponent nonlinearities,"Messaoudi, Salim A.",Mathematics and Statistics Department,5,2018
388,Decay for solutions of a nonlinear damped wave equation with variable-exponent nonlinearities,"Al-Smail, J. H.",Mathematics and Statistics Department,5,2018
401,Turbulent particle pair diffusion: A theory based on local and non-local diffusional processes,"Malik, Nadeem A.",Mathematics and Statistics Department,2,2018
422,A New Approach for Semi-Analytical Solution of Cross-plane Phonon Transport in Silicon Diamond Thin Films,"Alassar, Rajai Samih Mousa",Mathematics and Statistics Department,2,2018
422,A New Approach for Semi-Analytical Solution of Cross-plane Phonon Transport in Silicon Diamond Thin Films,Ahmad Yousef Al-Dweik,Mathematics and Statistics Department,2,2018
424,Novel Analytical Approach for Solution of Radiative Transport Equation in Thin Films,"Alassar, R. S. M.",Mathematics and Statistics Department,3,2018
424,Novel Analytical Approach for Solution of Radiative Transport Equation in Thin Films,Ahmad Yousef Al-Dweik,Mathematics and Statistics Department,3,2018
424,Novel Analytical Approach for Solution of Radiative Transport Equation in Thin Films,"Aboshosha, M.",Mathematics and Statistics Department,3,2018
434,Fibonacci-Mann Iteration for Monotone Asymptotically Nonexpansive Mappings in Modular Spaces,"Khamsi, Mohamed A.",Mathematics and Statistics Department,0,2018
437,Linear and nonlinear vibrations of inhomogeneous Euler-Bernoulli beam,"Bakalah, Ebrahim S.",Mathematics and Statistics Department,0,2018
437,Linear and nonlinear vibrations of inhomogeneous Euler-Bernoulli beam,"Zaman, F. D.",Mathematics and Statistics Department,0,2018
437,Linear and nonlinear vibrations of inhomogeneous Euler-Bernoulli beam,"Saleh, Khairul",Mathematics and Statistics Department,0,2018
