paper,title,author,affiliation,cite,year,collabs
9342,Saudi Heart Association (SHA) guidelines for the management of heart failure,"alhabeeb, waleed",Cardiac Science Department,3,2019,1
9343,Targeting MUC1-C Inhibits TWIST1 Signaling in Triple-Negative Breast Cancer,"ahmad, rehan",Surgery Department,9,2019,0
9345,"Algorithm for the Use of Biochemical Markers of Bone Turnover in the Diagnosis, Assessment and Follow-Up of Treatment for Osteoporosis","reginster, jean-yves",Biochemistry Department,5,2019,0
9348,Challenges in postgraduate research,"al-hadlaq, solaiman m.",Researchtorat Dental Science Department,0,2019,0
9349,Comparison of bacterial removal from dentinal tubules with different irrigant agitation techniques: An in vitro study,"al-obaida, mohammad, i",Researchtorat Dental Science Department,1,2019,0
9351,Prevalence of three-rooted mandibular permanent first and second molars in the Saudi population,"riyahi, abdullah mahmoud",Researchtorat Dental Science Department,1,2019,0
9352,"Rv0100, a proposed acyl carrier protein in Mycobacterium tuberculosis: expression, purification and crystallization","almutairi, mashal m.",Pharmacology & Toxicology Department,1,2019,1
9353,Microporous Copper Isophthalate Framework of mot Topology for C2H2/CO2 Separation,"alsalme, a.",Chemistry Department,16,2019,0
9354,Adaptive task allocation for multi-UAV systems based on bacteria foraging behaviour,"kurdi, heba",Computer Science Department,1,2019,2
9355,Xeno-free and feeder-free culture and differentiation of human embryonic stem cells on recombinant vitronectin-grafted hydrogels,"higuchi, akon",Botany & Microbiology Department,3,2019,0
9356,Impact of Suture Conchopexy on Olfaction and the Risk of Middle Turbinate Lateralization,"alsaleh, saad",Otolaryngol Head & Neck Surgery Department,0,2019,0
9357,Intergenerational response of steroidogenesis-related genes to maternal malnutrition,"harrath, abdel halim",Zoology Department,0,2019,0
9358,Edge-texture feature-based image forgery detection with cross-dataset evaluation,"hussain, muhammad",Computer Science Department,1,2019,0
9359,"Gene expression patterns of COX-1, COX-2 and iNOS in H. Pylori infected histopathological conditions","shaik, asma sultana",Clinical Lab Science Department,1,2019,0
9360,Probabilistic seismic hazard analysis using the logic tree approach - Patna district (India),"moustafa, sayed s. r.",Geology & Geophysics Department,1,2019,0
9361,Delayed Healing of Tooth Extraction Sockets After Vascular Endothelial Growth Factor Inhibition by Bevacizumab,"alkindi, mohammed",Oral & Maxillofacial Surgery Department,0,2019,0
9362,"Preparation and evaluation of a stable and sustained release of lansoprazole-loaded poly(D,L-lactide-co-glycolide) polymeric nanoparticles","alshehri, sultan",Pharmaceutical Department,1,2019,0
9363,Properties of excited B-c states in QCD,"barakat, t.",Physics Department,1,2019,0
9364,Isolation and Characterization of Four Terpenoidal Compounds with Potential Antimicrobial Activity from Tarconanthus camphorantus L. (Asteraceae),"mothana, ramzi a.",Pharmacognosy Department,0,2019,0
9365,Efficiency of three mitochondrial genes in molecular identification and phylogenetic analysis of termites,"alajmi, reem",Zoology Department,0,2019,0
9366,Assessment of Tumor-infiltrating Lymphocytes Predicts the Behavior of Early-stage Oral Tongue Cancer,"bello, ibrahim o.",Oral Medical & Diagnostic Science Department,7,2019,0
9367,"Discovery of novel cage-like heterocyclic hybrids as anti-inflammatory agents through the inhibition of nitrite, PGE2 and TNF-alpha","kumar, raju suresh",Chemistry Department,3,2019,0
9368,The novel economical synthesis and antimicrobial activity of a trithiocarbonate derivative,"khaled, jamal m.",Botany & Microbiology Department,0,2019,1
9370,"Green Cognitive Body Sensor Network: Architecture, Energy Harvesting, and Smart Clothing-Based Applications","hossain, m. shamim",Software Engineering Department,5,2019,1
9371,Data-Driven Resource Management in a 5G Wearable Network Using Network Slicing Technology,"hossain, m. shamim",Software Engineering Department,3,2019,0
9372,Activity Recognition for Cognitive Assistance Using Body Sensors Data and Deep Convolutional Neural Network,"hassan, mohammad mehedi",Information Systems Department,10,2019,0
9373,Interference of axially-shifted Laguerre-Gaussian beams and their interaction with atoms,"lembessis, vasileios e.",Physics & Astronomy Department,2,2019,0
9374,Management of Frailty: A Systematic Review and Network Meta-analysis of Randomized Controlled Trials,"alsaad, saad m.",Dept Family & Community Med,11,2019,0
9375,Effect of SULT2B1 genetic polymorphisms on the sulfation of dehydroepiandrosterone and pregnenolone by SULT2B1b allozymes,"alherz, fatemah a.",Pharmacology & Toxicology Department,0,2019,0
9376,Antioxidant Flavonoids from Alhagi maurorum with Hepatoprotective Effect,"abdel-mageed, wael m.",Pharmacognosy Department,1,2019,0
9377,Cost-effectiveness of sequential treatment with abaloparatide vs. teriparatide for United States women at increased risk of fracture,"reginster, jean-yves",Biochemistry Department,9,2019,0
9378,Sodium and chloride requirements of yellow-feathered chickens between 22 and 42 days of age,"azzam, m. m.",Animal Production Department,0,2019,0
9379,"A comparative study of four rumen buffering agents on productive performance, rumen fermentation and meat quality in growing lambs fed a total mixed ration","alhidary, ibrahim a.",Animal Production Department,1,2019,0
9380,An immune memory inspired case-based reasoning system to control interrupted flow at a signalized intersection,"louati, ali",Advanced Manufacturing Institute,6,2019,1
9381,Evaluation of ellagic acid as an inhibitor of sphingosine kinase 1: A targeted approach towards anticancer therapy,"alajmi, mohamed f.",Pharmacognosy Department,22,2019,0
9382,Organic versus inorganic matrix composites for bond-critical strengthening applications of RC structures - State-of-the-art review,"elsanadedy, hussein m.",Civil Engineering Department,3,2019,0
9384,Reviewing Sustainability Interpretation of Electrical Discharge Machining Process using Triple Bottom Line Approach,"anwar, saqib",Industrial Engineering Department,8,2019,0
9385,Congestion avoidance through fog computing in internet of vehicles,"imran, muhammad",Computer Science Department,8,2019,0
9386,Biomedical data analytics in mobile-health environments for high-risk pregnancy outcome prediction,"rodrigues, joel j. p. c.",Excellence Information Assurance Coeia Center,4,2019,1
9387,Metastatic lymph node burden predictive of survival in patients undergoing primary surgery for laryngeal and hypopharyngeal cancer,"bin-manie, manal",Otolaryngol Head & Neck Surgery Department,2,2019,0
9388,Effects of Pro1266Leu mutation on structure and function of glycoprotein Ib binding domain of von Willebrand factor,"alajmi, mohamed f.",Pharmacognosy Department,2,2019,0
9389,Combined Neuraxial and General Anesthesia Significantly Improves Perioperative Outcomes Following Elective Open Abdominal Aortic Aneurysm Repair,"aljabri, badr",Surgery Department,0,2019,0
9390,Molluscicidal activity of cardiac glycosides isolated from Adenium obesum,"al-zabib, ali a. s.",Plant Protection Department,1,2019,1
9391,The Current Status of Lithoplasty in Vascular Calcifications: A Systematic Review,"aljabri, badr a.",Surgery Department,1,2019,0
9393,Endosulfan toxicity in Nile tilapia (Oreochromis niloticus) and the use of lycopene as an ameliorative agent,"tukur, hammed a.",Animal Production Department,11,2019,0
9394,"Novel root canal sealer with dimethylaminohexadecyl methacrylate, nano-silver and nano-calcium phosphate to kill bacteria inside root dentin and increase dentin hardness","baras, bashayer h.",Researchtorat Dental Science Department,7,2019,0
9395,"Medication Storage Knowledge, Attitude and Practice Among Diabetic Patients and Their Association with Blood Glucose Control","altebainawi, a.",Medication Safety Research Chair,0,2019,0
9397,Patient Counseling Practice Among Healthcare Professionals in Saudi Arabia: Its Impact on Patient Safety,"altebainawi, ali f.",Medication Safety Research Chair,0,2019,0
9398,The use of direct oral anticoagulants for extended duration thromboprophylaxis in medically ill patients: a systematic review and meta-analysis,"almohammed, omar a.",Clinical Pharmacology Department,1,2019,0
9399,"Further analyses on the phylogeny of the subclass Scuticociliatia (Protozoa, Ciliophora) based on both nuclear and mitochondrial data","al-farraj, saleh a.",Zoology Department,5,2019,0
9400,Assessment of nursing students perceptions of their training hospital's infection prevention climate: A multi-university study in Saudi Arabia,"tumala, regie b.",Medical Surgery Nursing Department,1,2019,0
9401,A cognitive/intelligent resource provisioning for cloud computing services: opportunities and challenges,"al-asaly, mahfoudh saeed",Information Systems Department,1,2019,0
9402,"Comparative study of Ag, Sn or Zn doped TiO2 thin films for photocatalytic degradation of methylene blue and methyl orange","islam, mohammad",Deanship Science Research,7,2019,0
9403,Emergence of mutagenic/carcinogenic heterocyclic amines in traditional Saudi chicken dishes prepared from local restaurants,"khan, mohammad rizwan",Chemistry Department,0,2019,0
9404,Comparison of the antibacterial activity of calcium silicate- and epoxy resin-based endodontic sealers against Enterococcus faecalis biofilms: a confocal laser-scanning microscopy analysis,"alsubait, sara",Researchtorat Dental Science Department,5,2019,2
9405,Combined PENG and LFCN blocks for postoperative analgesia in hip surgery-A case report,"thallaj, ahmed",Anesthesia Department,0,2019,0
9406,ULTRA-HIGH SENSITIVITY VANADIUM-VANADIUM SESQUIOXIDE-VANADIUM (V-V2O3-V) SYMMETRIC TUNNEL JUNCTION DIODE,"abdel-rahman, mohamed",Electrical Engineering Department,0,2019,0
9407,Ballistic response of 12.7 mm armour piercing projectile against perforated armour developed from structural steel,"anwar, s.",Industrial Engineering Department,0,2019,0
9408,"DFT prediction of the structural, electronic, thermoelectric and optical properties of ternary pnictides MgBe2X2 (X = N, P, As, Sb, Bi): A novel analysis of beryllium with 2A-and 5B-Elements of the structure type CaAl2Si2","laref, a.",Physics & Astronomy Department,0,2019,0
9409,On the efficient acquisition and holistic analysis of Rayleigh waves: Technical aspects and two comparative case studies,"al-arifi, nassir",Geology & Geophysics Department,0,2019,0
9410,"Molluscan assemblage as pollution indicators in Al-Khobar coastal plain, Arabian Gulf, Saudi Arabia","el-sorogy, abdelbaset s.",Geology & Geophysics Department,1,2019,0
9411,The effect of ethanol on surface of semi-interpenetrating polymer network (IPN) polymer matrix of glass-fibre reinforced composite,"basavarajappa, santhosh",Dental Health Department,2,2019,0
9412,Management of patients with difficult-to-treat psoriasis in Africa and the Middle East,"al saif, fahad m.",Dermatology Department,0,2019,0
9413,Physico-chemical study of pistachio (Pistacia vera) nutshell particles as a bio-filler for eco-friendly composites,"al-dhabi, naif abdullah",Botany & Microbiology Department,4,2019,0
9414,Dynamic task allocation in an uncertain environment with heterogeneous multi-agents,"elgibreen, hebah",Information Technololgy Department,2,2019,0
9415,Dose-dependent cytotoxicity of polyethylene glycol loaded nano-graphene oxide in cultured cerebral cortical cells,"ain, qura tul",Physics & Astronomy Department,2,2019,1
9416,Synthesis and characterization of double heterojunction-graphene nano-hybrids for photocatalytic applications,"shakir, imran",Sustainable Energy Technology Center,14,2019,0
9417,Surfactant assisted synthesis of rare earth Dy3+ substituted MnFe2O4 nanoparticles,"shakir, imran",Sustainable Energy Technology Center,6,2019,0
9418,Optoelectronic properties of new direct bandgap polymorphs of single-layered Germanium sulfide,"laref, a.",Physics & Astronomy Department,5,2019,0
9419,The Impact of Cu2+ and Mg2+ onto the electrochemical energy storage properties of Nanocrystalline Co0.8Ni0.2Fe2O4 particles and their hybrids with graphene,"shakir, muhammad imran",Sustainable Energy Technololgy Center,1,2019,1
9420,Evaluating Ternary Metal Oxide (TMO) core-shell nanocomposites for the rapid determination of the anti-neoplastic drug Chlorambucil (Leukeran (TM)) by electrochemical approaches,"ali, m. ajmal",Botany & Microbiology Department,7,2019,0
9421,Uncertain database retrieval with measure-based belief function attribute values,"alajlan, naif",Computer Engineering Department,2,2019,0
9422,Mechanics-based approach for predicting the short-term deflection of CFRP plated RC beams,"alrshoudi, fahed",Civil Engineering Department,6,2019,0
9423,"First principle study of the structural, electronic, optical and thermodynamic properties of the cubic Al1-xBxAs ternary alloys","bin omran, s.",Physics & Astronomy Department,0,2019,0
9424,Engineering of the band gap and optical properties of InxGa1-x(As/Sb) via across composition alloying for solar cell applications using density functional theory-based approaches,"laref, a.",Physics & Astronomy Department,2,2019,0
